consumption,interval_start,interval_end
0.075,2020-12-20T09:00:00Z,2020-12-20T09:30:00Z
0.46,2020-12-20T08:30:00Z,2020-12-20T09:00:00Z
0.561,2020-12-20T08:00:00Z,2020-12-20T08:30:00Z
1.038,2020-12-20T07:30:00Z,2020-12-20T08:00:00Z
0.152,2020-12-20T07:00:00Z,2020-12-20T07:30:00Z
0.029,2020-12-20T06:30:00Z,2020-12-20T07:00:00Z
0.03,2020-12-20T06:00:00Z,2020-12-20T06:30:00Z
0.033,2020-12-20T05:30:00Z,2020-12-20T06:00:00Z
0.037,2020-12-20T05:00:00Z,2020-12-20T05:30:00Z
0.894,2020-12-20T04:30:00Z,2020-12-20T05:00:00Z
1.19,2020-12-20T04:00:00Z,2020-12-20T04:30:00Z
0.415,2020-12-20T03:30:00Z,2020-12-20T04:00:00Z
0.349,2020-12-20T03:00:00Z,2020-12-20T03:30:00Z
1.268,2020-12-20T02:30:00Z,2020-12-20T03:00:00Z
1.359,2020-12-20T02:00:00Z,2020-12-20T02:30:00Z
0.036,2020-12-20T01:30:00Z,2020-12-20T02:00:00Z
0.064,2020-12-20T01:00:00Z,2020-12-20T01:30:00Z
0.064,2020-12-20T00:30:00Z,2020-12-20T01:00:00Z
0.064,2020-12-20T00:00:00Z,2020-12-20T00:30:00Z
0.066,2020-12-19T23:30:00Z,2020-12-20T00:00:00Z
0.071,2020-12-19T23:00:00Z,2020-12-19T23:30:00Z
0.065,2020-12-19T22:30:00Z,2020-12-19T23:00:00Z
0.069,2020-12-19T22:00:00Z,2020-12-19T22:30:00Z
0.07,2020-12-19T21:30:00Z,2020-12-19T22:00:00Z
0.07,2020-12-19T21:00:00Z,2020-12-19T21:30:00Z
0.072,2020-12-19T20:30:00Z,2020-12-19T21:00:00Z
0.519,2020-12-19T20:00:00Z,2020-12-19T20:30:00Z
0.589,2020-12-19T19:30:00Z,2020-12-19T20:00:00Z
0.184,2020-12-19T19:00:00Z,2020-12-19T19:30:00Z
0.115,2020-12-19T18:30:00Z,2020-12-19T19:00:00Z
0.109,2020-12-19T18:00:00Z,2020-12-19T18:30:00Z
0.218,2020-12-19T17:30:00Z,2020-12-19T18:00:00Z
0.112,2020-12-19T17:00:00Z,2020-12-19T17:30:00Z
0.177,2020-12-19T16:30:00Z,2020-12-19T17:00:00Z
0.103,2020-12-19T16:00:00Z,2020-12-19T16:30:00Z
0.101,2020-12-19T15:30:00Z,2020-12-19T16:00:00Z
0.111,2020-12-19T15:00:00Z,2020-12-19T15:30:00Z
0.132,2020-12-19T14:30:00Z,2020-12-19T15:00:00Z
0.193,2020-12-19T14:00:00Z,2020-12-19T14:30:00Z
0.254,2020-12-19T13:30:00Z,2020-12-19T14:00:00Z
0.443,2020-12-19T13:00:00Z,2020-12-19T13:30:00Z
0.442,2020-12-19T12:30:00Z,2020-12-19T13:00:00Z
0.276,2020-12-19T12:00:00Z,2020-12-19T12:30:00Z
0.08,2020-12-19T11:30:00Z,2020-12-19T12:00:00Z
0.068,2020-12-19T11:00:00Z,2020-12-19T11:30:00Z
0.177,2020-12-19T10:30:00Z,2020-12-19T11:00:00Z
0.047,2020-12-19T10:00:00Z,2020-12-19T10:30:00Z
0.031,2020-12-19T09:30:00Z,2020-12-19T10:00:00Z
0.03,2020-12-19T09:00:00Z,2020-12-19T09:30:00Z
0.031,2020-12-19T08:30:00Z,2020-12-19T09:00:00Z
0.031,2020-12-19T08:00:00Z,2020-12-19T08:30:00Z
0.03,2020-12-19T07:30:00Z,2020-12-19T08:00:00Z
0.05,2020-12-19T07:00:00Z,2020-12-19T07:30:00Z
0.087,2020-12-19T06:30:00Z,2020-12-19T07:00:00Z
0.203,2020-12-19T06:00:00Z,2020-12-19T06:30:00Z
0.037,2020-12-19T05:30:00Z,2020-12-19T06:00:00Z
0.036,2020-12-19T05:00:00Z,2020-12-19T05:30:00Z
0.313,2020-12-19T04:30:00Z,2020-12-19T05:00:00Z
1.249,2020-12-19T04:00:00Z,2020-12-19T04:30:00Z
0.353,2020-12-19T03:30:00Z,2020-12-19T04:00:00Z
0.213,2020-12-19T03:00:00Z,2020-12-19T03:30:00Z
0.628,2020-12-19T02:30:00Z,2020-12-19T03:00:00Z
1.364,2020-12-19T02:00:00Z,2020-12-19T02:30:00Z
0.065,2020-12-19T01:30:00Z,2020-12-19T02:00:00Z
0.061,2020-12-19T01:00:00Z,2020-12-19T01:30:00Z
0.063,2020-12-19T00:30:00Z,2020-12-19T01:00:00Z
0.065,2020-12-19T00:00:00Z,2020-12-19T00:30:00Z
0.067,2020-12-18T23:30:00Z,2020-12-19T00:00:00Z
0.066,2020-12-18T23:00:00Z,2020-12-18T23:30:00Z
0.067,2020-12-18T22:30:00Z,2020-12-18T23:00:00Z
0.069,2020-12-18T22:00:00Z,2020-12-18T22:30:00Z
0.072,2020-12-18T21:30:00Z,2020-12-18T22:00:00Z
0.074,2020-12-18T21:00:00Z,2020-12-18T21:30:00Z
0.58,2020-12-18T20:30:00Z,2020-12-18T21:00:00Z
0.587,2020-12-18T20:00:00Z,2020-12-18T20:30:00Z
0.279,2020-12-18T19:30:00Z,2020-12-18T20:00:00Z
0.679,2020-12-18T19:00:00Z,2020-12-18T19:30:00Z
0.117,2020-12-18T18:30:00Z,2020-12-18T19:00:00Z
0.106,2020-12-18T18:00:00Z,2020-12-18T18:30:00Z
0.568,2020-12-18T17:30:00Z,2020-12-18T18:00:00Z
0.116,2020-12-18T17:00:00Z,2020-12-18T17:30:00Z
0.054,2020-12-18T16:30:00Z,2020-12-18T17:00:00Z
0.181,2020-12-18T16:00:00Z,2020-12-18T16:30:00Z
0.102,2020-12-18T15:30:00Z,2020-12-18T16:00:00Z
0.058,2020-12-18T15:00:00Z,2020-12-18T15:30:00Z
0.061,2020-12-18T14:30:00Z,2020-12-18T15:00:00Z
0.059,2020-12-18T14:00:00Z,2020-12-18T14:30:00Z
0.062,2020-12-18T13:30:00Z,2020-12-18T14:00:00Z
0.138,2020-12-18T13:00:00Z,2020-12-18T13:30:00Z
0.645,2020-12-18T12:30:00Z,2020-12-18T13:00:00Z
0.49,2020-12-18T12:00:00Z,2020-12-18T12:30:00Z
0.098,2020-12-18T11:30:00Z,2020-12-18T12:00:00Z
0.198,2020-12-18T11:00:00Z,2020-12-18T11:30:00Z
0.108,2020-12-18T10:30:00Z,2020-12-18T11:00:00Z
0.154,2020-12-18T10:00:00Z,2020-12-18T10:30:00Z
0.099,2020-12-18T09:30:00Z,2020-12-18T10:00:00Z
0.099,2020-12-18T09:00:00Z,2020-12-18T09:30:00Z
0.114,2020-12-18T08:30:00Z,2020-12-18T09:00:00Z
0.137,2020-12-18T08:00:00Z,2020-12-18T08:30:00Z
0.121,2020-12-18T07:30:00Z,2020-12-18T08:00:00Z
0.204,2020-12-18T07:00:00Z,2020-12-18T07:30:00Z
0.055,2020-12-18T06:30:00Z,2020-12-18T07:00:00Z
0.056,2020-12-18T06:00:00Z,2020-12-18T06:30:00Z
0.06,2020-12-18T05:30:00Z,2020-12-18T06:00:00Z
0.164,2020-12-18T05:00:00Z,2020-12-18T05:30:00Z
1.324,2020-12-18T04:30:00Z,2020-12-18T05:00:00Z
1.195,2020-12-18T04:00:00Z,2020-12-18T04:30:00Z
0.304,2020-12-18T03:30:00Z,2020-12-18T04:00:00Z
0.062,2020-12-18T03:00:00Z,2020-12-18T03:30:00Z
0.563,2020-12-18T02:30:00Z,2020-12-18T03:00:00Z
1.336,2020-12-18T02:00:00Z,2020-12-18T02:30:00Z
0.065,2020-12-18T01:30:00Z,2020-12-18T02:00:00Z
0.063,2020-12-18T01:00:00Z,2020-12-18T01:30:00Z
0.03,2020-12-18T00:30:00Z,2020-12-18T01:00:00Z
0.03,2020-12-18T00:00:00Z,2020-12-18T00:30:00Z
0.03,2020-12-17T23:30:00Z,2020-12-18T00:00:00Z
0.031,2020-12-17T23:00:00Z,2020-12-17T23:30:00Z
0.03,2020-12-17T22:30:00Z,2020-12-17T23:00:00Z
0.037,2020-12-17T22:00:00Z,2020-12-17T22:30:00Z
0.033,2020-12-17T21:30:00Z,2020-12-17T22:00:00Z
0.18,2020-12-17T21:00:00Z,2020-12-17T21:30:00Z
0.557,2020-12-17T20:30:00Z,2020-12-17T21:00:00Z
0.624,2020-12-17T20:00:00Z,2020-12-17T20:30:00Z
0.147,2020-12-17T19:30:00Z,2020-12-17T20:00:00Z
0.072,2020-12-17T19:00:00Z,2020-12-17T19:30:00Z
0.075,2020-12-17T18:30:00Z,2020-12-17T19:00:00Z
0.098,2020-12-17T18:00:00Z,2020-12-17T18:30:00Z
0.101,2020-12-17T17:30:00Z,2020-12-17T18:00:00Z
0.074,2020-12-17T17:00:00Z,2020-12-17T17:30:00Z
0.074,2020-12-17T16:30:00Z,2020-12-17T17:00:00Z
0.077,2020-12-17T16:00:00Z,2020-12-17T16:30:00Z
0.974,2020-12-17T15:30:00Z,2020-12-17T16:00:00Z
1.236,2020-12-17T15:00:00Z,2020-12-17T15:30:00Z
0.343,2020-12-17T14:30:00Z,2020-12-17T15:00:00Z
0.102,2020-12-17T14:00:00Z,2020-12-17T14:30:00Z
0.295,2020-12-17T13:30:00Z,2020-12-17T14:00:00Z
0.138,2020-12-17T13:00:00Z,2020-12-17T13:30:00Z
0.071,2020-12-17T12:30:00Z,2020-12-17T13:00:00Z
0.067,2020-12-17T12:00:00Z,2020-12-17T12:30:00Z
0.069,2020-12-17T11:30:00Z,2020-12-17T12:00:00Z
0.079,2020-12-17T11:00:00Z,2020-12-17T11:30:00Z
0.08,2020-12-17T10:30:00Z,2020-12-17T11:00:00Z
0.161,2020-12-17T10:00:00Z,2020-12-17T10:30:00Z
0.079,2020-12-17T09:30:00Z,2020-12-17T10:00:00Z
0.087,2020-12-17T09:00:00Z,2020-12-17T09:30:00Z
0.094,2020-12-17T08:30:00Z,2020-12-17T09:00:00Z
0.12,2020-12-17T08:00:00Z,2020-12-17T08:30:00Z
0.123,2020-12-17T07:30:00Z,2020-12-17T08:00:00Z
0.109,2020-12-17T07:00:00Z,2020-12-17T07:30:00Z
0.075,2020-12-17T06:30:00Z,2020-12-17T07:00:00Z
0.165,2020-12-17T06:00:00Z,2020-12-17T06:30:00Z
0.361,2020-12-17T05:30:00Z,2020-12-17T06:00:00Z
0.906,2020-12-17T05:00:00Z,2020-12-17T05:30:00Z
1.581,2020-12-17T04:30:00Z,2020-12-17T05:00:00Z
1.688,2020-12-17T04:00:00Z,2020-12-17T04:30:00Z
0.446,2020-12-17T03:30:00Z,2020-12-17T04:00:00Z
0.255,2020-12-17T03:00:00Z,2020-12-17T03:30:00Z
0.997,2020-12-17T02:30:00Z,2020-12-17T03:00:00Z
1.354,2020-12-17T02:00:00Z,2020-12-17T02:30:00Z
0.029,2020-12-17T01:30:00Z,2020-12-17T02:00:00Z
0.028,2020-12-17T01:00:00Z,2020-12-17T01:30:00Z
0.026,2020-12-17T00:30:00Z,2020-12-17T01:00:00Z
0.027,2020-12-17T00:00:00Z,2020-12-17T00:30:00Z
0.031,2020-12-16T23:30:00Z,2020-12-17T00:00:00Z
0.032,2020-12-16T23:00:00Z,2020-12-16T23:30:00Z
0.031,2020-12-16T22:30:00Z,2020-12-16T23:00:00Z
0.032,2020-12-16T22:00:00Z,2020-12-16T22:30:00Z
0.034,2020-12-16T21:30:00Z,2020-12-16T22:00:00Z
0.284,2020-12-16T21:00:00Z,2020-12-16T21:30:00Z
0.517,2020-12-16T20:30:00Z,2020-12-16T21:00:00Z
0.564,2020-12-16T20:00:00Z,2020-12-16T20:30:00Z
0.163,2020-12-16T19:30:00Z,2020-12-16T20:00:00Z
0.112,2020-12-16T19:00:00Z,2020-12-16T19:30:00Z
0.132,2020-12-16T18:30:00Z,2020-12-16T19:00:00Z
0.205,2020-12-16T18:00:00Z,2020-12-16T18:30:00Z
0.102,2020-12-16T17:30:00Z,2020-12-16T18:00:00Z
0.171,2020-12-16T17:00:00Z,2020-12-16T17:30:00Z
0.124,2020-12-16T16:30:00Z,2020-12-16T17:00:00Z
0.13,2020-12-16T16:00:00Z,2020-12-16T16:30:00Z
0.122,2020-12-16T15:30:00Z,2020-12-16T16:00:00Z
1.08,2020-12-16T15:00:00Z,2020-12-16T15:30:00Z
0.352,2020-12-16T14:30:00Z,2020-12-16T15:00:00Z
0.154,2020-12-16T14:00:00Z,2020-12-16T14:30:00Z
0.152,2020-12-16T13:30:00Z,2020-12-16T14:00:00Z
0.3,2020-12-16T13:00:00Z,2020-12-16T13:30:00Z
0.113,2020-12-16T12:30:00Z,2020-12-16T13:00:00Z
0.1,2020-12-16T12:00:00Z,2020-12-16T12:30:00Z
0.155,2020-12-16T11:30:00Z,2020-12-16T12:00:00Z
0.357,2020-12-16T11:00:00Z,2020-12-16T11:30:00Z
0.13,2020-12-16T10:30:00Z,2020-12-16T11:00:00Z
0.069,2020-12-16T10:00:00Z,2020-12-16T10:30:00Z
0.095,2020-12-16T09:30:00Z,2020-12-16T10:00:00Z
0.057,2020-12-16T09:00:00Z,2020-12-16T09:30:00Z
0.083,2020-12-16T08:30:00Z,2020-12-16T09:00:00Z
0.101,2020-12-16T08:00:00Z,2020-12-16T08:30:00Z
0.094,2020-12-16T07:30:00Z,2020-12-16T08:00:00Z
0.147,2020-12-16T07:00:00Z,2020-12-16T07:30:00Z
0.031,2020-12-16T06:30:00Z,2020-12-16T07:00:00Z
0.031,2020-12-16T06:00:00Z,2020-12-16T06:30:00Z
0.183,2020-12-16T05:30:00Z,2020-12-16T06:00:00Z
0.648,2020-12-16T05:00:00Z,2020-12-16T05:30:00Z
0.634,2020-12-16T04:30:00Z,2020-12-16T05:00:00Z
1.316,2020-12-16T04:00:00Z,2020-12-16T04:30:00Z
0.45,2020-12-16T03:30:00Z,2020-12-16T04:00:00Z
0.036,2020-12-16T03:00:00Z,2020-12-16T03:30:00Z
0.353,2020-12-16T02:30:00Z,2020-12-16T03:00:00Z
1.353,2020-12-16T02:00:00Z,2020-12-16T02:30:00Z
0.031,2020-12-16T01:30:00Z,2020-12-16T02:00:00Z
0.353,2020-12-16T01:00:00Z,2020-12-16T01:30:00Z
0.731,2020-12-16T00:30:00Z,2020-12-16T01:00:00Z
0.087,2020-12-16T00:00:00Z,2020-12-16T00:30:00Z
0.065,2020-12-15T23:30:00Z,2020-12-16T00:00:00Z
0.067,2020-12-15T23:00:00Z,2020-12-15T23:30:00Z
0.067,2020-12-15T22:30:00Z,2020-12-15T23:00:00Z
0.067,2020-12-15T22:00:00Z,2020-12-15T22:30:00Z
0.067,2020-12-15T21:30:00Z,2020-12-15T22:00:00Z
0.087,2020-12-15T21:00:00Z,2020-12-15T21:30:00Z
0.458,2020-12-15T20:30:00Z,2020-12-15T21:00:00Z
1.186,2020-12-15T20:00:00Z,2020-12-15T20:30:00Z
1.488,2020-12-15T19:30:00Z,2020-12-15T20:00:00Z
0.18,2020-12-15T19:00:00Z,2020-12-15T19:30:00Z
0.106,2020-12-15T18:30:00Z,2020-12-15T19:00:00Z
0.1,2020-12-15T18:00:00Z,2020-12-15T18:30:00Z
0.149,2020-12-15T17:30:00Z,2020-12-15T18:00:00Z
0.18,2020-12-15T17:00:00Z,2020-12-15T17:30:00Z
0.099,2020-12-15T16:30:00Z,2020-12-15T17:00:00Z
0.093,2020-12-15T16:00:00Z,2020-12-15T16:30:00Z
0.084,2020-12-15T15:30:00Z,2020-12-15T16:00:00Z
0.087,2020-12-15T15:00:00Z,2020-12-15T15:30:00Z
0.09,2020-12-15T14:30:00Z,2020-12-15T15:00:00Z
0.084,2020-12-15T14:00:00Z,2020-12-15T14:30:00Z
0.112,2020-12-15T13:30:00Z,2020-12-15T14:00:00Z
0.333,2020-12-15T13:00:00Z,2020-12-15T13:30:00Z
0.945,2020-12-15T12:30:00Z,2020-12-15T13:00:00Z
0.563,2020-12-15T12:00:00Z,2020-12-15T12:30:00Z
0.052,2020-12-15T11:30:00Z,2020-12-15T12:00:00Z
0.089,2020-12-15T11:00:00Z,2020-12-15T11:30:00Z
0.101,2020-12-15T10:30:00Z,2020-12-15T11:00:00Z
0.109,2020-12-15T10:00:00Z,2020-12-15T10:30:00Z
0.073,2020-12-15T09:30:00Z,2020-12-15T10:00:00Z
0.176,2020-12-15T09:00:00Z,2020-12-15T09:30:00Z
0.122,2020-12-15T08:30:00Z,2020-12-15T09:00:00Z
0.087,2020-12-15T08:00:00Z,2020-12-15T08:30:00Z
0.113,2020-12-15T07:30:00Z,2020-12-15T08:00:00Z
0.178,2020-12-15T07:00:00Z,2020-12-15T07:30:00Z
0.027,2020-12-15T06:30:00Z,2020-12-15T07:00:00Z
0.027,2020-12-15T06:00:00Z,2020-12-15T06:30:00Z
0.031,2020-12-15T05:30:00Z,2020-12-15T06:00:00Z
0.328,2020-12-15T05:00:00Z,2020-12-15T05:30:00Z
1.197,2020-12-15T04:30:00Z,2020-12-15T05:00:00Z
1.285,2020-12-15T04:00:00Z,2020-12-15T04:30:00Z
0.499,2020-12-15T03:30:00Z,2020-12-15T04:00:00Z
0.172,2020-12-15T03:00:00Z,2020-12-15T03:30:00Z
0.731,2020-12-15T02:30:00Z,2020-12-15T03:00:00Z
2.171,2020-12-15T02:00:00Z,2020-12-15T02:30:00Z
0.481,2020-12-15T01:30:00Z,2020-12-15T02:00:00Z
0.045,2020-12-15T01:00:00Z,2020-12-15T01:30:00Z
0.06,2020-12-15T00:30:00Z,2020-12-15T01:00:00Z
0.064,2020-12-15T00:00:00Z,2020-12-15T00:30:00Z
0.066,2020-12-14T23:30:00Z,2020-12-15T00:00:00Z
0.065,2020-12-14T23:00:00Z,2020-12-14T23:30:00Z
0.07,2020-12-14T22:30:00Z,2020-12-14T23:00:00Z
0.069,2020-12-14T22:00:00Z,2020-12-14T22:30:00Z
0.072,2020-12-14T21:30:00Z,2020-12-14T22:00:00Z
0.075,2020-12-14T21:00:00Z,2020-12-14T21:30:00Z
0.59,2020-12-14T20:30:00Z,2020-12-14T21:00:00Z
0.635,2020-12-14T20:00:00Z,2020-12-14T20:30:00Z
0.176,2020-12-14T19:30:00Z,2020-12-14T20:00:00Z
1.28,2020-12-14T19:00:00Z,2020-12-14T19:30:00Z
0.299,2020-12-14T18:30:00Z,2020-12-14T19:00:00Z
0.06,2020-12-14T18:00:00Z,2020-12-14T18:30:00Z
0.06,2020-12-14T17:30:00Z,2020-12-14T18:00:00Z
0.055,2020-12-14T17:00:00Z,2020-12-14T17:30:00Z
0.056,2020-12-14T16:30:00Z,2020-12-14T17:00:00Z
0.057,2020-12-14T16:00:00Z,2020-12-14T16:30:00Z
0.944,2020-12-14T15:30:00Z,2020-12-14T16:00:00Z
1.184,2020-12-14T15:00:00Z,2020-12-14T15:30:00Z
0.289,2020-12-14T14:30:00Z,2020-12-14T15:00:00Z
0.096,2020-12-14T14:00:00Z,2020-12-14T14:30:00Z
0.089,2020-12-14T13:30:00Z,2020-12-14T14:00:00Z
0.094,2020-12-14T13:00:00Z,2020-12-14T13:30:00Z
0.092,2020-12-14T12:30:00Z,2020-12-14T13:00:00Z
0.268,2020-12-14T12:00:00Z,2020-12-14T12:30:00Z
0.676,2020-12-14T11:30:00Z,2020-12-14T12:00:00Z
0.094,2020-12-14T11:00:00Z,2020-12-14T11:30:00Z
0.102,2020-12-14T10:30:00Z,2020-12-14T11:00:00Z
0.091,2020-12-14T10:00:00Z,2020-12-14T10:30:00Z
0.111,2020-12-14T09:30:00Z,2020-12-14T10:00:00Z
0.075,2020-12-14T09:00:00Z,2020-12-14T09:30:00Z
0.109,2020-12-14T08:30:00Z,2020-12-14T09:00:00Z
0.125,2020-12-14T08:00:00Z,2020-12-14T08:30:00Z
0.118,2020-12-14T07:30:00Z,2020-12-14T08:00:00Z
0.053,2020-12-14T07:00:00Z,2020-12-14T07:30:00Z
0.025,2020-12-14T06:30:00Z,2020-12-14T07:00:00Z
0.025,2020-12-14T06:00:00Z,2020-12-14T06:30:00Z
0.025,2020-12-14T05:30:00Z,2020-12-14T06:00:00Z
0.032,2020-12-14T05:00:00Z,2020-12-14T05:30:00Z
1.076,2020-12-14T04:30:00Z,2020-12-14T05:00:00Z
1.643,2020-12-14T04:00:00Z,2020-12-14T04:30:00Z
0.511,2020-12-14T03:30:00Z,2020-12-14T04:00:00Z
0.205,2020-12-14T03:00:00Z,2020-12-14T03:30:00Z
0.927,2020-12-14T02:30:00Z,2020-12-14T03:00:00Z
1.372,2020-12-14T02:00:00Z,2020-12-14T02:30:00Z
0.055,2020-12-14T01:30:00Z,2020-12-14T02:00:00Z
0.055,2020-12-14T01:00:00Z,2020-12-14T01:30:00Z
0.059,2020-12-14T00:30:00Z,2020-12-14T01:00:00Z
0.06,2020-12-14T00:00:00Z,2020-12-14T00:30:00Z
0.059,2020-12-13T23:30:00Z,2020-12-14T00:00:00Z
0.06,2020-12-13T23:00:00Z,2020-12-13T23:30:00Z
0.062,2020-12-13T22:30:00Z,2020-12-13T23:00:00Z
0.061,2020-12-13T22:00:00Z,2020-12-13T22:30:00Z
0.062,2020-12-13T21:30:00Z,2020-12-13T22:00:00Z
0.518,2020-12-13T21:00:00Z,2020-12-13T21:30:00Z
0.557,2020-12-13T20:30:00Z,2020-12-13T21:00:00Z
0.628,2020-12-13T20:00:00Z,2020-12-13T20:30:00Z
0.152,2020-12-13T19:30:00Z,2020-12-13T20:00:00Z
0.101,2020-12-13T19:00:00Z,2020-12-13T19:30:00Z
0.193,2020-12-13T18:30:00Z,2020-12-13T19:00:00Z
0.111,2020-12-13T18:00:00Z,2020-12-13T18:30:00Z
0.106,2020-12-13T17:30:00Z,2020-12-13T18:00:00Z
0.115,2020-12-13T17:00:00Z,2020-12-13T17:30:00Z
0.104,2020-12-13T16:30:00Z,2020-12-13T17:00:00Z
0.102,2020-12-13T16:00:00Z,2020-12-13T16:30:00Z
0.291,2020-12-13T15:30:00Z,2020-12-13T16:00:00Z
1.211,2020-12-13T15:00:00Z,2020-12-13T15:30:00Z
0.366,2020-12-13T14:30:00Z,2020-12-13T15:00:00Z
0.127,2020-12-13T14:00:00Z,2020-12-13T14:30:00Z
0.102,2020-12-13T13:30:00Z,2020-12-13T14:00:00Z
0.669,2020-12-13T13:00:00Z,2020-12-13T13:30:00Z
0.422,2020-12-13T12:30:00Z,2020-12-13T13:00:00Z
0.443,2020-12-13T12:00:00Z,2020-12-13T12:30:00Z
0.69,2020-12-13T11:30:00Z,2020-12-13T12:00:00Z
0.077,2020-12-13T11:00:00Z,2020-12-13T11:30:00Z
0.075,2020-12-13T10:30:00Z,2020-12-13T11:00:00Z
0.113,2020-12-13T10:00:00Z,2020-12-13T10:30:00Z
0.198,2020-12-13T09:30:00Z,2020-12-13T10:00:00Z
0.13,2020-12-13T09:00:00Z,2020-12-13T09:30:00Z
0.181,2020-12-13T08:30:00Z,2020-12-13T09:00:00Z
0.243,2020-12-13T08:00:00Z,2020-12-13T08:30:00Z
0.69,2020-12-13T07:30:00Z,2020-12-13T08:00:00Z
0.498,2020-12-13T07:00:00Z,2020-12-13T07:30:00Z
0.078,2020-12-13T06:30:00Z,2020-12-13T07:00:00Z
0.026,2020-12-13T06:00:00Z,2020-12-13T06:30:00Z
0.026,2020-12-13T05:30:00Z,2020-12-13T06:00:00Z
0.024,2020-12-13T05:00:00Z,2020-12-13T05:30:00Z
1.166,2020-12-13T04:30:00Z,2020-12-13T05:00:00Z
1.182,2020-12-13T04:00:00Z,2020-12-13T04:30:00Z
0.274,2020-12-13T03:30:00Z,2020-12-13T04:00:00Z
0.127,2020-12-13T03:00:00Z,2020-12-13T03:30:00Z
0.755,2020-12-13T02:30:00Z,2020-12-13T03:00:00Z
1.396,2020-12-13T02:00:00Z,2020-12-13T02:30:00Z
0.057,2020-12-13T01:30:00Z,2020-12-13T02:00:00Z
0.055,2020-12-13T01:00:00Z,2020-12-13T01:30:00Z
0.059,2020-12-13T00:30:00Z,2020-12-13T01:00:00Z
0.055,2020-12-13T00:00:00Z,2020-12-13T00:30:00Z
0.055,2020-12-12T23:30:00Z,2020-12-13T00:00:00Z
0.061,2020-12-12T23:00:00Z,2020-12-12T23:30:00Z
0.061,2020-12-12T22:30:00Z,2020-12-12T23:00:00Z
0.064,2020-12-12T22:00:00Z,2020-12-12T22:30:00Z
0.065,2020-12-12T21:30:00Z,2020-12-12T22:00:00Z
0.335,2020-12-12T21:00:00Z,2020-12-12T21:30:00Z
0.628,2020-12-12T20:30:00Z,2020-12-12T21:00:00Z
0.6,2020-12-12T20:00:00Z,2020-12-12T20:30:00Z
0.155,2020-12-12T19:30:00Z,2020-12-12T20:00:00Z
0.099,2020-12-12T19:00:00Z,2020-12-12T19:30:00Z
0.094,2020-12-12T18:30:00Z,2020-12-12T19:00:00Z
0.109,2020-12-12T18:00:00Z,2020-12-12T18:30:00Z
0.094,2020-12-12T17:30:00Z,2020-12-12T18:00:00Z
0.12,2020-12-12T17:00:00Z,2020-12-12T17:30:00Z
0.254,2020-12-12T16:30:00Z,2020-12-12T17:00:00Z
0.108,2020-12-12T16:00:00Z,2020-12-12T16:30:00Z
0.948,2020-12-12T15:30:00Z,2020-12-12T16:00:00Z
1.244,2020-12-12T15:00:00Z,2020-12-12T15:30:00Z
0.426,2020-12-12T14:30:00Z,2020-12-12T15:00:00Z
0.143,2020-12-12T14:00:00Z,2020-12-12T14:30:00Z
0.078,2020-12-12T13:30:00Z,2020-12-12T14:00:00Z
0.057,2020-12-12T13:00:00Z,2020-12-12T13:30:00Z
0.059,2020-12-12T12:30:00Z,2020-12-12T13:00:00Z
0.057,2020-12-12T12:00:00Z,2020-12-12T12:30:00Z
0.059,2020-12-12T11:30:00Z,2020-12-12T12:00:00Z
0.031,2020-12-12T11:00:00Z,2020-12-12T11:30:00Z
0.028,2020-12-12T10:30:00Z,2020-12-12T11:00:00Z
0.027,2020-12-12T10:00:00Z,2020-12-12T10:30:00Z
0.028,2020-12-12T09:30:00Z,2020-12-12T10:00:00Z
0.028,2020-12-12T09:00:00Z,2020-12-12T09:30:00Z
0.027,2020-12-12T08:30:00Z,2020-12-12T09:00:00Z
0.027,2020-12-12T08:00:00Z,2020-12-12T08:30:00Z
0.092,2020-12-12T07:30:00Z,2020-12-12T08:00:00Z
0.125,2020-12-12T07:00:00Z,2020-12-12T07:30:00Z
0.311,2020-12-12T06:30:00Z,2020-12-12T07:00:00Z
0.024,2020-12-12T06:00:00Z,2020-12-12T06:30:00Z
0.223,2020-12-12T05:30:00Z,2020-12-12T06:00:00Z
0.023,2020-12-12T05:00:00Z,2020-12-12T05:30:00Z
1.059,2020-12-12T04:30:00Z,2020-12-12T05:00:00Z
1.216,2020-12-12T04:00:00Z,2020-12-12T04:30:00Z
0.297,2020-12-12T03:30:00Z,2020-12-12T04:00:00Z
0.301,2020-12-12T03:00:00Z,2020-12-12T03:30:00Z
1.186,2020-12-12T02:30:00Z,2020-12-12T03:00:00Z
1.38,2020-12-12T02:00:00Z,2020-12-12T02:30:00Z
0.03,2020-12-12T01:30:00Z,2020-12-12T02:00:00Z
0.028,2020-12-12T01:00:00Z,2020-12-12T01:30:00Z
0.03,2020-12-12T00:30:00Z,2020-12-12T01:00:00Z
0.032,2020-12-12T00:00:00Z,2020-12-12T00:30:00Z
0.033,2020-12-11T23:30:00Z,2020-12-12T00:00:00Z
0.057,2020-12-11T23:00:00Z,2020-12-11T23:30:00Z
0.062,2020-12-11T22:30:00Z,2020-12-11T23:00:00Z
0.065,2020-12-11T22:00:00Z,2020-12-11T22:30:00Z
0.059,2020-12-11T21:30:00Z,2020-12-11T22:00:00Z
0.152,2020-12-11T21:00:00Z,2020-12-11T21:30:00Z
0.637,2020-12-11T20:30:00Z,2020-12-11T21:00:00Z
0.595,2020-12-11T20:00:00Z,2020-12-11T20:30:00Z
